s_m,x_center_m,y_center_m,z_center_m,x_line_m,y_line_m,offset_m,heading_rad,curvature_1_per_m,radius_m,slope_pct,width_m,drive_left_m,drive_right_m,limit_left_m,limit_right_m,segment_id,segment_kind,v_target_ms,v_target_kmh
1099.7911747640658,117.8475341796875,-363.81005859375,11.075363159179688,116.44390886543819,-365.5191785641396,2.2116182075544044,2.454024350502507,-0.00014538024010235517,6878.513883977276,-4.341393078366451e-07,13.900016784667969,-4.399998664855957,9.500018119812012,-5.300002098083496,9.550018310546875,5,straight,80.0,288.0
1111.0928948781643,109.12188720703125,-356.62730407714844,11.075347900390625,107.70262000903446,-358.3475689052298,2.23016377381654,2.4517757592784593,-0.000111130061147241,8998.46530881556,-0.00013525282530624239,14.450018882751465,-4.800000190734863,9.650018692016602,-5.700003623962402,9.700018882751465,5,straight,80.0,288.0
1122.354673393095,100.43707275390625,-349.4578094482422,11.075332641601562,99.00579051901073,-351.1916980770687,2.248319063901143,2.4515098637746786,5.456589092778241e-05,18326.46701074657,6.857581670294266e-05,15.000020980834961,-5.2000017166137695,9.800019264221191,-6.100005149841309,9.850019454956055,5,straight,80.0,288.0
1133.5771820945613,91.77665710449219,-342.32044982910156,11.075363159179688,90.33677064624375,-344.0700533653017,2.26591825680701,2.4529965052077096,0.00010687847331844469,9356.421072936711,-0.00013771944063489805,15.550023078918457,-5.600003242492676,9.950019836425781,-6.500006675720215,11.06962776184082,5,straight,80.0,288.0
1144.7585011931067,83.13992309570312,-335.21913146972656,11.075302124023438,81.69098280515821,-336.9830050425719,2.2826909441592242,2.4539064549957645,2.5206541705735663e-05,39672.241106063884,-0.00013520215314533068,16.89902400970459,-5.950004577636719,10.949019432067871,-6.850008010864258,22.24994659423828,5,straight,80.0,288.0
1155.8985107196622,74.53288269042969,-328.14674377441406,11.075332641601562,73.07345166411348,-329.9221475607647,2.2982596731358487,2.453563781242081,-4.098677769656667e-05,24398.112176643903,-1.0465344979504465e-06,18.298025131225586,-6.350006103515625,11.948019027709961,-7.250009536743164,22.24994659423828,5,straight,80.0,288.0
1166.9961248530053,65.96188354492188,-321.09727478027344,11.075302124023438,64.49261691731907,-322.88257580488613,2.312151416207529,2.4529958718911753,-1.8067488262080156e-05,55348.0365114607,1.0433119146391334e-06,19.747026443481445,-6.8000078201293945,12.94701862335205,-7.700011253356934,19.84998321533203,5,straight,80.0,288.0
1178.0517941251005,57.42527770996094,-314.072021484375,11.075332641601562,55.94888516906191,-315.8665841536039,2.323830912224955,2.453160755006337,-2.5808368728119646e-05,38747.121545518086,6.832438698145538e-05,20.94602680206299,-7.250009536743164,13.696017265319824,-8.150012969970703,17.550018310546875,5,straight,80.0,288.0
1189.063754848376,48.92362976074219,-307.0730743408203,11.0753173828125,47.44025091762193,-308.87344536891067,2.3327555874981476,2.452429895144724,-4.35047400384192e-05,22986.001045331985,-6.914393112511519e-05,20.397028923034668,-7.700011253356934,12.697017669677734,-8.600014686584473,15.350040435791016,5,straight,80.0,288.0
1200.031660180264,40.459564208984375,-300.09779357910156,11.0753173828125,38.97215413111289,-301.9022211285548,2.33844981151606,2.452202516033332,2.3823343246687223e-05,41975.63665372852,0.00013997914735108807,19.848031044006348,-8.150012969970703,11.698018074035645,-9.050016403198242,13.450033187866211,5,straight,80.0,288.0
1210.9547400145404,32.0286865234375,-293.15272521972656,11.075347900390625,30.541267323897035,-294.9599049306917,2.340579924481488,2.452947425391235,-1.318110590628474e-05,75866.16837083457,-0.001617864523295598,19.299033164978027,-8.600014686584473,10.699018478393555,-9.500018119812012,11.850027084350586,5,straight,80.0,288.0
1221.8317623007124,23.6334228515625,-286.2368621826172,11.074966430664062,22.14514965958308,-288.0413076399831,2.3390127196261785,2.451922646826386,-0.0001886775189751666,5300.048492431249,-0.0016085905235607711,18.750035285949707,-9.050016403198242,9.700018882751465,-9.950019836425781,10.600022315979004,5,straight,80.0,288.0
1232.6620640958465,15.288665771484375,-279.3332061767578,11.074996948242188,13.79817703810473,-281.1291063036133,2.333841024999621,2.448860549054529,-0.0003019043912799446,3312.3069053763365,0.001842475144386846,18.300033569335938,-9.550018310546875,8.750015258789062,-10.450021743774414,9.650018692016602,5,straight,80.0,288.0
1243.4447015219027,7.0035247802734375,-272.43235778808594,11.075363159179688,5.5122623963077135,-274.2165877802581,2.3253688229607716,2.445399429006529,-0.00034596396532105,2890.474443117257,0.001623026480390699,18.150032997131348,-10.200020790100098,7.95001220703125,-11.100024223327637,8.850015640258789,5,straight,80.0,288.0
1254.1781581487471,-1.2190704345703125,-265.5333709716797,11.075347900390625,-2.710135891631607,-267.30300322738503,2.314060180218785,2.4414192067033063,-0.0004143137841493838,2413.6295683549906,-7.091477609577623e-05,18.05003261566162,-10.900023460388184,7.1500091552734375,-11.800026893615723,8.050012588500977,5,straight,80.0,288.0
1264.861681468381,-9.37261962890625,-258.62994384765625,11.075347900390625,-10.863508721558487,-260.38191283310607,2.3004663902277396,2.4365304120843096,-0.0004935777660955987,2026.0231896392086,-7.193213775735785e-05,18.05003261566162,-11.650026321411133,6.400006294250488,-12.550029754638672,7.300009727478027,5,straight,80.0,288.0
1275.4936918706337,-17.450454711914062,-251.717041015625,11.075332641601562,-18.941189292431904,-253.44898272598897,2.285150252751476,2.430902030750896,-0.0005361064946340366,1865.3010362850239,-0.00014387454351227902,18.150032997131348,-12.500029563903809,5.650003433227539,-13.400032997131348,6.550006866455078,5,straight,80.0,288.0
1286.0731838964566,-25.449172973632812,-244.792724609375,11.0753173828125,-26.938974553916374,-246.50361235581966,2.2686219670870384,2.425159492580271,-0.0005115296910809808,1954.9207356600714,-0.00014459585342407877,18.300033569335938,-13.400032997131348,4.90000057220459,-14.300036430358887,5.800004005432129,5,straight,80.0,288.0
1296.5993919484715,-33.37065124511719,-237.86082458496094,11.075302124023438,-34.857645293919575,-239.55115185798613,2.2513013105993824,2.4201025145907855,-0.0005342751952210067,1871.694604100688,-0.0050395498353505985,18.850035667419434,-14.300036430358887,4.549999237060547,-15.200039863586426,5.450002670288086,5,straight,80.0,288.0
